datetimeUtc,location_id,location_name,latitude,longitude,date,time,pm1,pm10,pm2.5,relativehumidity,temperature,um003,AQI_pm2.5,AQI_pm10,AQI
2024-10-23 14:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,14:00:00,79.35865714333274,167.35995483398438,156.39502230557528,46.58051958951083,27.18571420149369,20615.006392045456,206.84191399651604,107.05637786865235,206.84191399651604
2024-10-23 15:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,15:00:00,90.76288604736328,188.8275578816732,176.73937606811523,47.96535714467367,26.67818482716878,23356.79833984375,227.0029852927268,117.57550336201986,227.0029852927268
2024-10-23 16:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,16:00:00,96.98026847839355,200.70568339029947,187.6121622721354,49.21543661753336,26.105555216471355,24888.482259114586,237.77781846788193,123.39578486124674,237.77781846788193
2024-10-23 17:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,17:00:00,97.04763921101888,199.3046112060547,186.0424664815267,49.49523766835531,25.845951716105144,24847.86930338541,236.22226408079223,122.7092594909668,236.22226408079223
2024-10-23 18:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,18:00:00,103.49043655395508,210.95122909545896,197.09916559855145,48.733968098958336,25.5547620455424,26436.6005859375,247.1793532958618,128.41610225677488,247.1793532958618
2024-10-23 19:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,19:00:00,104.4021822611491,211.60753758748373,198.1986122131348,49.40793641408285,25.31250031789144,26590.08544921875,248.26889498598945,128.73769341786704,248.26889498598945
2024-10-23 20:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,20:00:00,105.5196024576823,216.5001589457194,202.267697652181,51.1247615814209,24.956507841746014,26896.39778645833,252.30132199765683,131.13507788340252,252.30132199765683
2024-10-23 21:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,21:00:00,114.7286516825358,240.6634521484375,223.67511876424155,52.6742467880249,24.56924597422282,29259.65478515625,273.5158834600592,142.97509155273437,273.5158834600592
2024-10-23 22:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,22:00:00,115.7867062886556,242.5809504191081,226.1299591064453,53.66845226287842,24.391467889149983,29361.58528645833,275.94860812350436,143.91466570536295,275.94860812350436
2024-10-23 23:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-23,23:00:00,120.65245946248372,256.03610865275067,238.11428578694665,55.38194433848063,23.842936515808105,30692.17041015625,287.82496789697416,152.02574756622317,287.82496789697416
2024-10-24 00:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-24,00:00:00,125.8360725402832,268.7546447753906,249.27826080322265,57.40380973815918,23.28516654968261,31905.7224609375,298.88836656175215,164.6170983276367,298.88836656175215
2024-10-24 01:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-24,01:00:00,133.4396514892578,278.6678009033203,262.0473047892253,59.34901746114095,22.589007536570232,35920.339192708336,312.4432750163494,174.4311228942871,312.4432750163494
2024-10-24 02:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-24,02:00:00,130.71567408243814,268.10218556722003,253.8908729553223,58.76904710133871,22.81607151031494,37032.819661458336,304.3603245503194,163.97116371154783,304.3603245503194
